timestamp,dt_utc,DrivePress,Pplat,PEEP,PIP,ftotal,PR,Vte,dP_calc,MP_calc
1785717621064,00:40:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717622063,00:40:22,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717625062,00:40:25,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717626063,00:40:26,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717629080,00:40:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717633065,00:40:33,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717637064,00:40:37,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717638062,00:40:38,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717641067,00:40:41,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717642067,00:40:42,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717645069,00:40:45,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717646065,00:40:46,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717649067,00:40:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717653066,00:40:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717654066,00:40:54,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717657069,00:40:57,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717661067,00:41:01,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717665068,00:41:05,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717666071,00:41:06,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717669070,00:41:09,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717670076,00:41:10,9.0,14.0,5.0,15.0,15,,237,9.0,3.66
1785717673071,00:41:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717677070,00:41:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717681071,00:41:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717682068,00:41:22,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717685072,00:41:25,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717689072,00:41:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717690067,00:41:30,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717693071,00:41:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717694074,00:41:34,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717697076,00:41:37,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717698072,00:41:38,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717701075,00:41:41,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717705074,00:41:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717709072,00:41:49,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717710074,00:41:50,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717713074,00:41:53,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717717076,00:41:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717718072,00:41:58,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717721072,00:42:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717722076,00:42:02,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717725074,00:42:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717729075,00:42:09,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717733077,00:42:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717737071,00:42:17,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717741078,00:42:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717745079,00:42:25,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717749077,00:42:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717753076,00:42:33,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717754078,00:42:34,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717757074,00:42:37,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717761077,00:42:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717762078,00:42:42,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717765076,00:42:45,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717769078,00:42:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717773080,00:42:53,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717774079,00:42:54,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717777076,00:42:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717781076,00:43:01,9.0,14.0,5.0,15.0,15,,236,9.0,3.64
1785717785080,00:43:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717789080,00:43:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717793080,00:43:13,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717797081,00:43:17,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785717801084,00:43:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717805084,00:43:25,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717809084,00:43:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717810084,00:43:30,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717813084,00:43:33,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717814086,00:43:34,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717817084,00:43:37,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717821087,00:43:41,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717822084,00:43:42,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717825085,00:43:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717826083,00:43:46,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717829088,00:43:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717833084,00:43:53,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717834089,00:43:54,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717837087,00:43:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717841086,00:44:01,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717845086,00:44:05,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717849087,00:44:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717853084,00:44:13,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717854083,00:44:14,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717857089,00:44:17,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717861091,00:44:21,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717865091,00:44:25,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717866088,00:44:26,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717869092,00:44:29,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717870093,00:44:30,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717873086,00:44:33,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717877091,00:44:37,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717881091,00:44:41,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717882095,00:44:42,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717885093,00:44:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717889092,00:44:49,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717890092,00:44:50,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717893096,00:44:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717897091,00:44:57,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785717898092,00:44:58,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785717901090,00:45:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717905092,00:45:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717909102,00:45:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717910089,00:45:10,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717913090,00:45:13,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717917095,00:45:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717918097,00:45:18,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717921095,00:45:21,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717922092,00:45:22,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717925093,00:45:25,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717929095,00:45:29,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717930091,00:45:30,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717933096,00:45:33,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717934100,00:45:34,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717937097,00:45:37,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717941092,00:45:41,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717945096,00:45:45,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717949096,00:45:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717950097,00:45:50,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717953098,00:45:53,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717954100,00:45:54,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717957100,00:45:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717961100,00:46:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717962095,00:46:02,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717965100,00:46:05,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785717969098,00:46:09,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717970102,00:46:10,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717973102,00:46:13,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717974095,00:46:14,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717977103,00:46:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717978100,00:46:18,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717981102,00:46:21,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717985105,00:46:25,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717986099,00:46:26,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785717989101,00:46:29,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785717993100,00:46:33,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717994101,00:46:34,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785717997100,00:46:37,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718001102,00:46:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718005102,00:46:45,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718006104,00:46:46,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718009111,00:46:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718010098,00:46:50,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718013101,00:46:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718017105,00:46:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718018102,00:46:58,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718021105,00:47:01,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718022106,00:47:02,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718025106,00:47:05,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718026104,00:47:06,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718029104,00:47:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718033106,00:47:13,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718037109,00:47:17,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718041106,00:47:21,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718045108,00:47:25,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718049107,00:47:29,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718053109,00:47:33,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718057110,00:47:37,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718061108,00:47:41,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718065109,00:47:45,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718069116,00:47:49,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718070111,00:47:50,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718073110,00:47:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718077111,00:47:57,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718081113,00:48:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718082108,00:48:02,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718085108,00:48:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718086110,00:48:06,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718089110,00:48:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718090113,00:48:10,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718093111,00:48:13,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718094114,00:48:14,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718097109,00:48:17,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718098111,00:48:18,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718101111,00:48:21,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718105114,00:48:25,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718109110,00:48:29,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718113115,00:48:33,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718117115,00:48:37,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718118116,00:48:38,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718121113,00:48:41,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718122113,00:48:42,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718125111,00:48:45,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718129114,00:48:49,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718130115,00:48:50,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718133120,00:48:53,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718137115,00:48:57,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718141116,00:49:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718145114,00:49:05,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718146116,00:49:06,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718149118,00:49:09,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718153117,00:49:13,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718157116,00:49:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718161117,00:49:21,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785718162126,00:49:22,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785718165118,00:49:25,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718169120,00:49:29,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718170119,00:49:30,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718173137,00:49:33,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718177118,00:49:37,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718178119,00:49:38,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718181122,00:49:41,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718182121,00:49:42,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718185123,00:49:45,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718186121,00:49:46,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718189122,00:49:49,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718190121,00:49:50,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718193121,00:49:53,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718197122,00:49:57,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718201121,00:50:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718205123,00:50:05,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718209126,00:50:09,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718213123,00:50:13,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718214123,00:50:14,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718217136,00:50:17,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718221134,00:50:21,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785718222124,00:50:22,9.0,14.0,5.0,15.0,15,,235,9.0,3.63
1785718225138,00:50:25,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718226123,00:50:26,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718229123,00:50:29,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718233134,00:50:33,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718234126,00:50:34,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718237144,00:50:37,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718241122,00:50:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718245129,00:50:45,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718246125,00:50:46,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718249138,00:50:49,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718253127,00:50:53,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718254130,00:50:54,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718257128,00:50:57,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718261129,00:51:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718265128,00:51:05,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718266129,00:51:06,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718269131,00:51:09,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718273152,00:51:13,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718277128,00:51:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718281135,00:51:21,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718285133,00:51:25,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718289132,00:51:29,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718293139,00:51:33,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718297134,00:51:37,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718301142,00:51:41,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718302130,00:51:42,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718305147,00:51:45,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718309153,00:51:49,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718310132,00:51:50,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718313152,00:51:53,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718317142,00:51:57,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718321150,00:52:01,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718325142,00:52:05,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718326132,00:52:06,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718329154,00:52:09,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718330135,00:52:10,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718333148,00:52:13,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718337150,00:52:17,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718341143,00:52:21,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718345145,00:52:25,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718349145,00:52:29,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718350139,00:52:30,9.0,14.0,5.0,15.0,15,,234,9.0,3.61
1785718353156,00:52:33,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718357139,00:52:37,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718361162,00:52:41,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718362136,00:52:42,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718365136,00:52:45,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718366139,00:52:46,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718369152,00:52:49,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718370137,00:52:50,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718373141,00:52:53,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718374134,00:52:54,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718377138,00:52:57,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718378140,00:52:58,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718381138,00:53:01,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718385139,00:53:05,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718386141,00:53:06,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718389138,00:53:09,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718390141,00:53:10,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718393141,00:53:13,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718394142,00:53:14,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718397142,00:53:17,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718401138,00:53:21,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718405141,00:53:25,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718409141,00:53:29,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718413140,00:53:33,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718417143,00:53:37,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718421143,00:53:41,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718422144,00:53:42,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718425146,00:53:45,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718426144,00:53:46,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718429142,00:53:49,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718430144,00:53:50,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718433144,00:53:53,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718434145,00:53:54,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718437147,00:53:57,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718441145,00:54:01,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718442147,00:54:02,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718445146,00:54:05,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718449145,00:54:09,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718450145,00:54:10,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718453146,00:54:13,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718454147,00:54:14,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718457152,00:54:17,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718461154,00:54:21,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718465154,00:54:25,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718466146,00:54:26,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718469157,00:54:29,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718470152,00:54:30,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718473152,00:54:33,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718477149,00:54:37,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718478150,00:54:38,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718481148,00:54:41,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718482151,00:54:42,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718485150,00:54:45,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718489149,00:54:49,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718490147,00:54:50,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718493150,00:54:53,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718497150,00:54:57,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718501151,00:55:01,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718502152,00:55:02,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718505153,00:55:05,9.0,14.0,5.0,15.0,15,,230,9.0,3.55
1785718509152,00:55:09,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718513158,00:55:13,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718517151,00:55:17,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718518153,00:55:18,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718521151,00:55:21,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718522154,00:55:22,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718525156,00:55:25,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718529156,00:55:29,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718533153,00:55:33,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718537156,00:55:37,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718538154,00:55:38,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718541157,00:55:41,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718545158,00:55:45,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718549157,00:55:49,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718550157,00:55:50,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718553158,00:55:53,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718557154,00:55:57,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718558157,00:55:58,9.0,14.0,5.0,15.0,15,,233,9.0,3.60
1785718561157,00:56:01,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718562156,00:56:02,9.0,14.0,5.0,15.0,15,,232,9.0,3.58
1785718565157,00:56:05,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
1785718566155,00:56:06,9.0,14.0,5.0,15.0,15,,231,9.0,3.57
